geneid	start	synonyms
rluB	1326852	['ECK1263', 'yciL']
btuR	1327767	['cobA', 'ECK1264']
yciK	1328354	['ECK1265']
sohB	1329332	['ECK1266']
yciN	1330417	['ECK1267']
topA	1331048	['ECK1268', 'supX']
cysB	1333855	['ECK1269']
ymiA	1335148	['ECK4433', 'yciX_1']
yciX	1335291	['ECK1270', 'yciX_2']
ymiC	1335572	['ECK4598']
acnA	1335831	['acn', 'ECK1271']
ribA	1338570	['ECK1272']
pgpB	1339330	['ECK1273']
lapA	1340243	['ECK1274', 'yciS']
lapB	1340558	['ECK1275', 'yciM']
pyrF	1341921	['ECK1276']
yciH	1342658	['ECK1277']
osmB	1343110	['ECK1278']
yciT	1343597	['deoT', 'ECK1279']
yciZ	1344436	['deoL', 'ECK4406']
ymiD	1344647	['ECK4629']
pdeR	1344757	['ECK1280', 'gmr', 'yciR']
ymiB	1346796	['ECK4487']
rnb	1346978	['ECK1281']
yciW	1348980	['ECK1282']
fabI	1350251	['ECK1283', 'envM', 'gts', 'qmeA']
ycjD	1351407	['ECK1284']
sapF	1351828	['ECK1285']
sapD	1352636	['ECK1286', 'trkE']
sapC	1353628	['ECK1287']
sapB	1354505	['ECK1288']
sapA	1355467	['ECK1289']
ymjA	1357423	['ECK1290']
puuP	1357802	['ECK1291', 'ycjJ']
ymjE	1359177	['ECK4599']
puuA	1359490	['ECK1292', 'ycjK']
puuD	1361120	['ECK1293', 'ycjL']
puuR	1361911	['ECK1294', 'ycjC']
puuC	1362743	['aldH', 'ECK1295']
puuB	1364232	['ECK1296', 'ordL', 'ycjA']
puuE	1365550	['ECK1297', 'goaG']
pspF	1366935	['ECK1298', 'ycjB']
pspA	1368079	['cog', 'ECK1299']
pspB	1368801	['ECK1300']
pspC	1369025	['ECK1301']
pspD	1369393	['ECK1302']
pspE	1369689	['ECK1303']
ycjM	1370216	['ECK1304', 'ggaP']
ycjN	1371909	['ECK1305']
ycjO	1373222	['ECK1306']
ycjP	1374090	['ECK1307']
ycjQ	1374963	['ECK1308']
ycjR	1376034	['dte', 'ECK1309']
ycjS	1376832	['ECK1310']
ycjT	1377884	['ECK1311']
ycjU	1380148	['ECK1312', 'pgmB']
ycjV	1380821	['ECK1313']
ymjB	1381789	['ECK1314']
ompG	1381947	['ECK1315']
ycjW	1382963	['ECK1316']
ycjX	1384117	['ECK1317']
ycjF	1385511	['ECK1318']
tyrR	1386720	['ECK1319']
tpx	1388305	['ECK1320', 'yzzJ']
ycjG	1388930	['ECK1321', 'ycjH']
mpaA	1389870	['ECK1322', 'ycjI']
ymjC	1390680	['ECK1323']
ymjD	1390868	['ECK4488']
ycjY	1390933	['ECK1324']
pgrR	1391991	['ECK1325', 'ycjZ']
mppA	1393227	['ECK1326', 'ynaH']
ynaI	1394891	['ECK1327']
insH	1396112	['ECK0261', 'trs5-4', 'yi52_4']
ynaJ	1397365	['ECK1328']
uspE	1397672	['ECK1329', 'ydaA']
fnr	1398774	['ECK1330', 'nirA', 'nirR', 'ossA', 'oxrA']
ogt	1399721	['ECK1331']
abgT	1400247	['ECK1332', 'ydaH']
abgB	1401810	['ECK1333', 'ydaI']
abgA	1403255	['ECK1334', 'ydaJ']
abgR	1404741	['ECK1335']
mcaS	1405658	['ECK1336', 'IS061', 'isrA']
smrA	1405979	['ECK1337', 'ydaL']
dgcM	1406563	['ECK1338', 'ydaM']
ynaN	1407989	['ECK4630']
zntB	1408050	['ECK1339', 'ydaN']
fnrS	1409129	['ECK4511', 'rydA']
ynaL	1409308	['C0343', 'ECK4600']
dbpA	1409511	['ECK1340', 'rhlC']
ttcA	1411013	['ECK1341', 'ydaO']
intR	1412000	['ECK1342', 'ydaP']
xisR	1413237	['ECK1343', 'ydaQ']
rcbA	1413531	['ECK1344', 'ydaC']
ralA	1413556	['ECK4571']
ralR	1413733	['ECK1345', 'lar', 'ydaB']
recT	1413984	['ECK1346']
recE	1414786	['ECK1347', 'rac', 'rmuB', 'sbcA']
racC	1417488	['ECK1348', 'sbcA']
ydaE	1417838	['ECK1349']
kilR	1418008	['ECK1350', 'kil', 'ydaD']
kilS	1418405	['ECK4690']
sieB	1418671	['ECK1351']
ydaF	1419156	['ECK1352']
ydaG	1419322	['ECK1353', 'gatA']
racR	1419765	['ECK1354', 'rarC', 'ydaR']
ydaS	1420365	['ECK1355']
ydaT	1420684	['ECK1356']
ydaU	1421119	['ECK1357']
ydaV	1421983	['ECK1358']
ydaW	1422752	['ECK1359']
rzpR	1423345	['ECK1360', 'ydaX']
rzoR	1423400	['ECK1361']
trkG	1423782	['ECK1362']
ynaK	1425377	['ECK1363']
ydaY	1425621	['ECK1364']
ynaA	1426454	['ECK1365', 'tmpR']
lomR	1427389	['b1369', 'b1371', 'ECK1366']
insH	1427746	['ECK0261', 'trs5-5', 'yi52_5']
lomR	1428796	['b1369', 'b1371', 'ECK1366']
stfR	1429049	['ECK1367', 'ynaB']
tfaR	1432411	['ECK1368', 'ynaC']
pinR	1433084	['ECK1369', 'ynaD']
ynaE	1433991	['ECK1370']
ynaM	1434293	['ECK4601']
ttcC	1434958	['ECK4447']
uspF	1435185	['ECK1371', 'UP03', 'ynaF', 'yzzL']
ompN	1435760	['ECK1372', 'ynaG']
micC	1437121	['ECK1373', 'IS063', 'tke8']
ydbK	1437260	['ECK1374', 'pfo']
ydbJ	1441058	['ECK1375']
hslJ	1441321	['ECK1376', 'ydbI']
ldhA	1441854	['ECK1377', 'hslF', 'hslI', 'htpH']
ydbH	1443051	['ECK1378']
ynbE	1445687	['ECK1379']
ydbL	1445880	['ECK1380']
feaR	1446378	['ECK1381', 'maoB', 'maoX', 'ydbM']
feaB	1447519	['ECK1382', 'padA', 'ydbG']
tynA	1449076	['ECK1383', 'feaA', 'maoA']
paaZ	1451597	['ECK1384', 'maoC', 'ydbN']
paaA	1453927	['ECK1385', 'ydbO']
paaB	1454868	['ECK1386', 'ynbF']
paaC	1455164	['ECK1387', 'ydbP']
paaD	1455925	['ECK1388', 'ydbQ']
paaE	1456430	['ECK1389', 'ydbR']
paaF	1457497	['ECK1390', 'ydbR', 'ydbS']
paaG	1458264	['ECK1391', 'ydbT']
paaH	1459054	['ECK1392', 'hbdH', 'ydbU']
paaI	1460471	['ECK1393', 'ydbV']
paaJ	1460893	['ECK1394', 'ydbW']
paaK	1462125	['ECK1395']
paaX	1463539	['ECK1396', 'ydbY']
paaY	1464471	['ECK1397', 'ydbZ']
ynbG	1465165	['ECK4489']
ydbA	1465392	['b1401', 'b1405', 'ECK1398']
insD	1467921	['ECK0358', 'yi22-2']
insC	1468784	['ECK0357', 'yi21-2']
ydbA	1469246	['b1401', 'b1405', 'ECK1398']
insI	1469358	['ECK0258', 'tra8-2']
ydbA	1470519	['b1401', 'b1405', 'ECK1398']
pdxI	1474221	['ECK1399', 'ydbC']
ydbD	1475144	['ECK1400']
ynbA	1477621	['ECK1401']
ynbB	1478226	['ECK1402']
ynbC	1479138	['ECK1403']
ynbD	1480909	['ECK1404']
azoR	1482255	['acpD', 'ECK1405']
hrpA	1483061	['ECK1406']
ydcF	1487235	['ECK1407']
aldA	1488232	['ald', 'ECK1408']
gapC	1489713	['b1416', 'b1417', 'ECK1409']
cybB	1490902	['ECK1410']
rydC	1491442	['ECK4407']
ydcA	1491677	['ECK1411']
yncP	1491876	['ECK4631']
hokB	1491922	['ECK1412', 'ydcB']
mokB	1491962	['ECK1413']
sokB	1492119	['ECK1414']
trg	1492470	['ECK1415']
ydcI	1494148	['ECK1416']
ydcJ	1495288	['ECK1417']
opgD	1496856	['ECK1418', 'mdoD', 'ydcG', 'yzzZ']
ydcH	1498651	['ECK1419']
rimL	1498938	['ECK1420']
ydcK	1499469	['ECK1421']
tehA	1500573	['ECK1422']
tehB	1501562	['ECK1423']
ydcL	1502457	['ECK1424']
yncK	1503218	['b4530', 'b4531', 'ECK1425', 'insP']
insQ	1503657	['ECK1426', 'tnpB', 'ydcM']
ydcO	1504905	['ECK1427']
sutR	1506172	['ECK1428', 'ydcN']
rlhA	1506781	['ECK1429', 'ydcP']
yncJ	1508834	['ECK1430']
hicA	1509286	['ECK1431', 'yncN']
hicB	1509508	['ECK1432', 'ydcQ']
ydcR	1510003	['ECK1433']
ydcS	1511654	['ECK1434']
ydcT	1512817	['ECK1435']
ydcU	1513831	['ECK1436']
ydcV	1514762	['ECK1437']
patD	1515578	['ECK1438', 'prr', 'ydcW']
yncL	1517099	['ECK4408']
ortT	1517389	['ECK1439', 'ydcX']
ydcY	1517648	['ECK1440']
ydcZ	1517882	['ECK1441']
mnaT	1518328	['ECK1442', 'yncA']
curA	1519027	['ECK1443', 'yncB']
mcbR	1520262	['ECK1444', 'yncC']
yncD	1520963	['ECK1445']
yncE	1523307	['ECK1446']
ansP	1524481	['ECK1447', 'yncF']
yncG	1526247	['ECK1448']
yncH	1526940	['ECK1449']
rhsE	1527890	['ECK1450']
ydcD	1529922	['ECK1451']
yncO	1530319	['ECK4602']
yncI	1530586	['b1458', 'ECK1452', 'ECK1453', 'yncM']
ydcC	1531816	['ECK1454']
pptA	1533052	['ECK1455', 'ydcE']
yddH	1533282	['ECK1456']
nhoA	1534024	['ECK1457', 'yddI']
yddE	1534965	['ECK1458']
narV	1535937	['chlZ', 'ECK1459']
narW	1536614	['chlZ', 'ECK1460']
narY	1537309	['chlZ', 'ECK1461']
narZ	1538850	['chlZ', 'ECK1462']
narU	1542672	['ECK1463', 'yddF']
yddJ	1544384	['ECK1464']
yddK	1544758	['ECK1465']
yddL	1545738	['ECK1466']
yddG	1546288	['ECK1467']
fdnG	1547401	['ECK1468']
fdnH	1550461	['ECK1469']
fdnI	1551338	['ECK1470']
yddM	1552398	['ECK1471']
adhP	1552828	['ECK1472', 'yddN']
maeA	1553972	['ECK1473', 'sfcA']
sra	1555826	['ECK1474', 'rpsV']
bdm	1556065	['ECK1475', 'yddX']
osmC	1556625	['ECK1476']
ddpF	1557112	['ECK1477', 'yddO']
ddpD	1558031	['ECK1478', 'yddP']
ddpC	1559014	['ECK1479', 'yddQ']
ddpB	1559907	['ECK1480', 'yddR']
ddpA	1560931	['ECK1481', 'yddS']
ddpX	1562495	['ECK1482', 'vanX', 'yddT']
dosP	1563334	['dos', 'ECK1483', 'pdeO', 'yddU']
dosC	1565758	['dgcO', 'ECK1484', 'yddV']
yddY	1567178	['ECK4603']
digH	1567504	['ECK1485', 'yddW']
gadC	1568954	['acsA', 'ECK1486', 'xasA']
gadB	1570645	['ECK1487']
pqqL	1572407	['ECK1488', 'pqqE', 'pqqM', 'yddC']
yddB	1575247	['ECK1489']
yddA	1577657	['ECK1490']
yneP	1579545	['ECK4604']
ydeM	1579633	['ECK1491']
ydeN	1580842	['ECK1492']
ydeO	1582926	['ECK1493']
safA	1583762	['ECK4475', 'yneN']
ydeP	1584207	['ECK1494']
ydeQ	1586820	['ECK1495']
ydeR	1587793	['ECK1496']
ydeS	1588309	['ECK1497']
ydeT	1588853	['ECK1498', 'fmlC']
yneL	1590334	['ECK1499']
hipA	1590854	['ECK1500']
hipB	1592176	['ECK1501']
yneO	1592665	['b1509', 'b1510', 'ECK1502', 'ECK1503', 'orfT', 'ydeK', 'ydeU']
lsrK	1598617	['ECK1504', 'ydeV']
lsrR	1600288	['ECK1505', 'ydeW']
lsrA	1601490	['ECK1506', 'ego', 'ydeX']
lsrC	1603019	['ECK1507', 'ydeY']
lsrD	1604047	['ECK1508', 'ydeZ']
lsrB	1605051	['ECK1509', 'yneA']
lsrF	1606100	['ECK1510', 'yneB']
lsrG	1606999	['ECK1511', 'yneC']
tam	1607346	['ECK1512', 'lsrE', 'yneD']
yneE	1608108	['ECK1513']
uxaB	1609229	['ECK1514']
dgcF	1610907	['ECK1515', 'yneF']
yneG	1611966	['ECK1516']
glsB	1612325	['ECK1517', 'yneH']
sad	1613315	['ECK1518', 'yneI']
yneJ	1614804	['ECK1519']
yneK	1615763	['ECK1520']
ydeA	1617028	['ECK1521']
marC	1618243	['ECK1522', 'ydeB', 'ydeC']
marR	1619120	['cfxB', 'ECK1523', 'inaR', 'soxQ']
marA	1619574	['cfxB', 'ECK1524', 'inaR', 'nfxC', 'norB', 'soxQ']
marB	1619989	['ECK1525']
eamA	1620238	['ECK1526', 'ydeD']
ydeE	1621332	['ECK1527', 'ydeF']
mgtS	1622646	['ECK4409', 'yneM']
mgtT	1622741	['ECK4632']
mgrR	1622817	['ECK4510']
dgcZ	1622960	['ECK1528', 'ydeG', 'ydeH']
ydeI	1624105	['ECK1529']
ydeJ	1624773	['ECK1530']
dcp	1625335	['ECK1531']
ydfG	1627517	['ECK1532']
rspR	1628352	['ECK1533', 'ydfH']
ydfZ	1629215	['ECK1534']
ydfI	1629453	['ECK1535']
ydfJ	1631002	['ECK1536', 'ydfJ_2']
ynfT	1632890	['ECK4605']
ydfK	1633072	['ECK1537']
pinQ	1633622	['ECK1538', 'ydfL']
tfaQ	1634310	['ECK1539', 'ydfM']
stfQ	1634885	['ECK1540', 'ydfN']
nohA	1635798	['ECK1541', 'nohQ']
ynfO	1636756	['ECK1542']
ydfO	1637047	['ECK1543']
gnsB	1637609	['ECK1544', 'ydfY']
ynfN	1637954	['ECK1545']
ynfR	1638188	['ECK4606']
ynfQ	1638256	['ECK4581']
cspI	1638455	['cspJ', 'ECK1546']
rzpQ	1639030	['ECK1547', 'ydfP']
rzoQ	1639080	['ECK4503']
rrrQ	1639524	['ECK1548', 'ydfQ']
ydfR	1640054	['ECK1549']
essQ	1640370	['ECK1550', 'ydfS']
ynfU	1640805	['ECK4633']
cspB	1641339	['ECK1551']
cspF	1641855	['ECK1552']
ynfS	1642122	['ECK4607']
ydfT	1642489	['ECK1553', 'quuQ']
ydfU	1643255	['ECK1554']
rem	1644651	['ECK1555']
hokD	1645119	['ECK1556', 'relF']
relE	1645346	['ECK1557']
relB	1645633	['ECK1558', 'RC']
ydfV	1645897	['ECK1559']
flxA	1646405	['ECK1560']
ydfW	1647174	['ECK1561', 'intK']
ydfX	1647346	['ECK1562']
dicC	1647620	['ECK1563', 'ftsT']
dicA	1647934	['ECK1564', 'ftsT']
ydfA	1648508	['ECK1565']
ydfB	1648665	['ECK1566']
ydfC	1648823	['ECK1567']
dicF	1649382	['ECK1568']
dicB	1649609	['ECK1569', 'ftsT']
ydfD	1649794	['ECK1570']
ydfE	1650078	['ECK1571']
insD	1650881	['ECK1572', 'insD']
intQ	1651512	['ECK1573']
ynfP	1652728	['ECK1574', 'ydfJ_1']
rspB	1652896	['ECK1575']
rspA	1653927	['ECK1576']
ynfA	1655347	['ECK1577']
ynfB	1655808	['ECK1578']
speG	1656184	['ECK1579']
ynfC	1656747	['ECK1580']
ynfD	1657565	['ECK1581']
ynfE	1658069	['ECK1582']
ynfF	1660556	['ECK1583']
ynfG	1662990	['ECK1584']
ynfH	1663609	['ECK1585']
dmsD	1664506	['ECK1586', 'ynfI']
clcB	1665315	['ECK1587', 'mriT', 'ynfJ']
bidA	1666524	['ECK1588', 'ynfK']
mlc	1667344	['dgsA', 'ECK1589']
ynfL	1668699	['ECK1590']
ynfM	1669699	['ECK1591', 'yzyC']
asr	1671376	['ECK1592']
ydgU	1671777	['ECK4410']
ydgD	1671960	['ECK1593']
mdtI	1672820	['ECK1594', 'ydgE']
mdtJ	1673136	['ECK1595', 'ydgF']
mdtU	1673608	['ECK4634', 'ydgV']
tqsA	1673913	['ECK1596', 'ydgG']
pntB	1674972	['ECK1597']
pntA	1676371	['ECK1598']
ydgH	1678427	['ECK1599']
ydgI	1679557	['arcD', 'ECK1600']
folM	1680976	['ECK1601', 'ydgB']
ydgC	1681695	['ECK1602']
rstA	1682159	['ECK1603', 'urpT']
rstB	1682882	['ECK1604', 'uspT']
tus	1684259	['ECK1605', 'tau']
fumC	1685185	['ECK1606']
fumA	1686731	['ECK1607']
manA	1688576	['ECK1608', 'pmi']
ydgA	1689852	['ECK1609']
uidC	1691586	['ECK1610', 'gusC']
uidB	1692890	['ECK1611', 'gusB', 'uidP']
uidA	1694260	['ECK1612', 'gurA', 'gusA']
uidR	1696462	['ECK1613', 'gusR']
hdhA	1697273	['ECK1614', 'hsd', 'hsdH']
malI	1698152	['ECK1615']
malX	1699355	['ECK1616']
malY	1700957	['ECK1617']
add	1702233	['ECK1618']
ydgJ	1703268	['ECK1619']
blr	1704551	['ECK1620']
cnu	1704949	['ECK1621', 'ydgT']
ydgK	1705250	['ECK1622', 'rsxP']
rsxA	1705767	['ECK1623', 'ydgL']
rsxB	1706348	['ECK1624', 'ydgM']
rsxC	1706919	['ECK1625', 'ydgN']
rsxD	1709142	['ECK1626', 'ydgO']
rsxG	1710204	['ECK1627', 'ydgP']
rsxE	1710828	['ECK1628', 'ydgQ']
nth	1711523	['ECK1629']
dtpA	1712769	['ECK1630', 'tppB', 'ydgR']
gstA	1714377	['ECK1631', 'gst']
pdxY	1715026	['ECK1632', 'ydgS']
tyrS	1715948	['ECK1633']
pdxH	1717351	['ECK1634']
mliC	1718066	['ECK1635', 'ydhA']
anmK	1718493	['ECK1636', 'ydhH']
slyB	1719876	['ECK1637']
slyA	1720390	['ECK1638']
ydhI	1721025	['ECK1639']
ydhJ	1721264	['ECK1640']
ydhK	1722121	['ECK1641']
sodC	1724134	['ECK1642']
ydhF	1724736	['ECK1643']
ydhL	1725681	['ECK1644']
nemR	1726023	['ECK1645', 'ydhM']
nemA	1726659	['ECK1646', 'ydhN']
gloA	1727837	['ECK1647']
rnt	1728347	['ECK1648']
lhr	1729087	['ECK1649', 'rhlF']
grxD	1733754	['ECK1650', 'ydhD']
mepH	1734435	['ECK1651', 'ydhO']
sodB	1735378	['ECK1652']
ydhP	1736121	['ECK1653']
cydH	1737456	['cydY', 'ECK4411', 'ynhF']
purR	1737844	['ECK1654']
punR	1738866	['ECK1655', 'ydhB']
punC	1739911	['ECK1656', 'ydhC']
cfa	1741413	['cdfA', 'ECK1657']
ribC	1742601	['ECK1658', 'ribE']
mdtK	1743457	['ECK1659', 'norE', 'norM', 'ydhE']
ydhQ	1744871	['ECK1660']
valV	1746435	['ECK1661']
valW	1746516	['ECK1662']
ydhR	1746700	['ECK1663']
ydhS	1747131	['ECK1664']
ydhT	1748747	['ECK1665']
ydhU	1749563	['ECK1666']
ydhX	1750345	['ECK1667']
ydhW	1751077	['ECK1668']
ydhV	1751728	['ECK1669']
ydhY	1753851	['ECK1670']
fumD	1754932	['ECK1671', 'ydhZ']
ynhH	1755496	['ECK4674']
pykF	1755698	['ECK1672']
lpp	1757421	['ECK1673', 'mlpA']
ldtE	1757721	['ECK1674', 'ynhG']
sufE	1758874	['ECK1675', 'ynhA']
sufS	1759303	['csdB', 'ECK1676', 'ynhB']
sufD	1760520	['ECK1677', 'ynhC']
sufC	1761766	['ECK1678', 'ynhD']
sufB	1762522	['ECK1679', 'ynhE']
sufA	1764018	['ECK1680', 'ydiC']
rydB	1764713	['ECK1681', 'IS082', 'tpe7']
ydiH	1764934	['ECK1682']
menI	1765222	['ECK1683', 'ydiI']
ydiJ	1765629	['ECK1684']
ydiK	1769074	['ECK1685']
rprA	1770372	['ECK1686', 'IS083', 'psrA5']
ydiL	1770615	['ECK1687']
ydiM	1771071	['ECK1688']
ydiN	1772512	['ECK1689']
ydiB	1773789	['ECK1690']
aroD	1774686	['ECK1691']
ydiF	1775587	['ECK1692']
ydiO	1777196	['ECK1693']
ydiP	1778390	['ECK1694']
ydiQ	1779617	['ECK1695']
ydiR	1780401	['ECK1696']
ydiS	1781395	['ECK1697']
ydiT	1782681	['ECK1698']
fadK	1782977	['ECK1699', 'ydiD']
ppsA	1784734	['ECK1700', 'pps']
ppsR	1787445	['ECK1701', 'ydiA']
aroH	1788435	['ECK1702']
ydiE	1789613	['ECK1703']
selO	1789808	['ECK1704', 'ydiU']
rflP	1791307	['ECK1705', 'ydiV']
nlpC	1792267	['ECK1706']
btuD	1792809	['ECK1707']
btuE	1793558	['ECK1708']
btuC	1794172	['ECK1709']
ihfA	1795253	['ECK1710', 'hid', 'himA']
pheT	1795557	['ECK1711']
pheS	1797959	['ECK1712', 'phe-act']
pheM	1799226	['ECK1713', 'phtL']
rplT	1799393	['ECK1714', 'pdzA']
rpmI	1799802	['ECK1715']
infC	1800096	['ECK1716', 'fit', 'srjA']
thrS	1800642	['ECK1717']
arpB	1803094	['b1720', 'b1721', 'ECK1718', 'ydiW', 'ydiX']
yniD	1805165	['ECK1719']
ydiY	1805325	['ECK1720']
pfkB	1806370	['ECK1721']
ydiZ	1807400	['ECK1722']
yniA	1807796	['ECK1723']
yniB	1808697	['ECK1724']
hxpB	1809380	['ECK1725', 'yniC']
ydjM	1810211	['ECK1726']
tcyP	1810934	['ECK1727', 'ydjN']
ydjO	1812329	['ECK1728']
cedA	1813421	['ECK1729', 'ydjP']
katE	1813867	['ECK1730']
chbG	1816386	['celG', 'ECK1731', 'ydjC']
chbF	1817148	['celF', 'ECK1732', 'ydjD']
chbR	1818605	['celD', 'ECK1733']
chbA	1819455	['celC', 'ECK1734']
chbC	1819856	['celB', 'ECK1735', 'hic']
chbB	1821299	['celA', 'ECK1736']
osmE	1821918	['anr', 'ECK1737']
nadE	1822458	['ECK1738', 'efg', 'ntrL']
cho	1823515	['ECK1739', 'ydjQ']
ves	1824362	['ECK1740', 'ydjR']
spy	1825140	['ECK1741']
astE	1825955	['ECK1742', 'ydjS']
astB	1826916	['ECK1743', 'ydjT']
astD	1828256	['ECK1744', 'ydjU']
astA	1829731	['ECK1745', 'ydjV']
astC	1830762	['argM', 'cstC', 'ECK1746', 'ydjW']
xthA	1832428	['ECK1747', 'xth']
ydjX	1833401	['ECK1748']
ydjY	1834116	['ECK1749']
ydjZ	1834808	['ECK1750']
ynjA	1835515	['ECK1751']
ynjB	1836073	['ECK1752']
ynjC	1837212	['ECK1753']
ynjD	1838747	['ECK1754']
ynjE	1839467	['ECK1755']
ynjF	1840783	['ECK1756']
nudG	1841490	['ECK1757', 'orf135', 'ynjG']
ynjH	1841863	['ECK1758']
gdhA	1842371	['ECK1759']
ynjI	1843831	['ECK1760']
topB	1844999	['ECK1761', 'mutR']
selD	1846965	['ECK1762', 'fdhB']
ydjA	1848125	['ECK1763']
sppA	1848837	['ECK1764']
ansA	1850860	['ECK1765']
pncA	1851887	['ECK1766', 'nam', 'ydjB']
ydjE	1852621	['ECK1767']
ydjF	1854096	['ECK1768']
ydjG	1854991	['ECK1769']
ydjH	1855981	['ECK1770']
ydjI	1856933	['ECK1771']
ydjJ	1857790	['ECK1772']
ydjK	1858850	['ECK1773']
ydjL	1860256	['ECK1774']
yeaC	1861702	['ECK1775']
msrB	1862016	['ECK1776', 'yeaA']
gapA	1862771	['ECK1777', 'gad', 'gap1']
yeaD	1863850	['ECK1778', 'yzzQ']
yeaE	1864782	['ECK1779']
mipA	1865726	['ECK1780', 'yeaF']
yeaG	1866908	['ECK1781']
yeaH	1868955	['ECK1782']
cdgI	1870385	['ECK1783', 'yeaI']
dgcJ	1872041	['ECK1784', 'yeaJ']
yeaK	1873574	['ECK1785']
yoaI	1874078	['ECK1786']
yeaL	1874352	['ECK1787']
nimR	1874755	['ECK1788', 'yeaM']
nimT	1875673	['ECK1789', 'yeaN']
yeaO	1876909	['ECK1790']
yoaF	1877278	['ECK1791']
dgcP	1877715	['ECK1792', 'yeaP']
yoaK	1878773	['ECK4491']
yoaJ	1878874	['ECK4490']
yeaQ	1879007	['ECK1793']
yoaG	1879403	['ECK1794']
yeaR	1879589	['ECK1795']
leuE	1880121	['ECK1796', 'yeaS']
dmlR	1880886	['ECK1797', 'yeaT']
dmlA	1881912	['ECK1798', 'ttuC', 'yeaU']
yeaV	1883188	['ECK1799']
yeaW	1884665	['ECK1800']
yeaX	1885845	['ECK1801']
rnd	1886864	['ECK1802']
fadD	1888061	['ECK1803', 'oldD']
yeaY	1889951	['ECK1804']
tsaB	1890572	['ECK1805', 'yeaZ']
yoaA	1891325	['ECK1806']
yoaB	1893367	['ECK1807']
yoaC	1894133	['ECK1808']
yoaH	1894552	['ECK1809']
pabB	1894805	['ECK1810']
nudL	1896170	['ECK1811', 'yeaB']
sdaA	1896932	['ECK1812']
pdeD	1898427	['ECK1813', 'yoaD']
yoaE	1900029	['ECK1814']
yoaL	1901573	['ECK4608']
manX	1902048	['ECK1815', 'gptB', 'mpt', 'ptsL', 'ptsX']
manY	1903082	['ECK1816', 'pel', 'ptsP', 'ptsX']
manZ	1903895	['ECK1817', 'gptB', 'mpt', 'ptsM', 'ptsX']
yobD	1904801	['ECK1818']
mntP	1905688	['ECK1819', 'yebN']
rlmA	1906251	['ECK1820', 'rrmA', 'yebH']
cspC	1907226	['ECK1821', 'msmB']
yobF	1907448	['ECK1822']
yebO	1908261	['ECK1823']
mgrB	1908623	['ECK1824', 'yobG']
yobH	1908925	['ECK1825']
kdgR	1909308	['ECK1826', 'yebP']
yebQ	1910276	['ECK1827']
htpX	1911695	['ECK1828']
prc	1912768	['ECK1829', 'tsp']
proQ	1914836	['ECK1830', 'yebJ', 'yobE', 'yoeC']
msrC	1915631	['ECK1831', 'yebR']
letA	1916258	['ECK1832', 'yebS']
letB	1917510	['ECK1833', 'yebT']
rsmF	1920223	['ECK1834', 'yebU']
yebV	1921780	['ECK1835']
yebW	1922121	['ECK1836']
pphA	1922313	['ECK1837', 'prpA', 'yebX']
ryeA	1923066	['ECK1838', 'IS091', 'psrA8', 'sraC', 'tkpe79']
sdsR	1923104	['ECK1839', 'ryeB', 'tkpe79']
yebY	1923365	['ECK1840']
yebZ	1923719	['ECK1841']
yobA	1924595	['ECK1842']
holE	1925108	['ECK1843']
yobB	1925440	['ECK1844']
exoX	1926120	['ECK1845', 'yobC']
ptrB	1926779	['ECK1846', 'tlp']
yebE	1929048	['ECK1847']
yebF	1930034	['ECK1848']
yebG	1930457	['ECK1849']
purT	1930881	['ECK1850']
eda	1932115	['ECK1851', 'hga', 'kdgA', 'kga']
edd	1932793	['ECK1852']
zwf	1934839	['ECK1853']
yebK	1936652	['ECK1854', 'hexR(P.a.)']
pykA	1937649	['ECK1855']
lpxM	1939222	['ECK1856', 'mlt', 'msbB', 'waaN']
mepM	1940313	['ECK1857', 'yebA']
znuA	1941651	['ECK1858', 'yebL', 'yzzP']
znuC	1942662	['ECK1859', 'yebM']
znuB	1943414	['ECK1860', 'yebI']
ruvB	1944346	['ECK1861']
ruvA	1945365	['ECK1862']
yobI	1946115	['ECK4492']
yebB	1946251	['ECK1863']
ruvC	1946855	['ECK1864']
yebC	1947411	['ECK1865']
nudB	1948180	['ECK1866', 'ntpA', 'yebD']
aspS	1948750	['ECK1867', 'tls']
yecD	1950832	['ECK1868']
yecE	1951395	['ECK1869']
yecN	1952266	['ECK1870']
cmoA	1952702	['ECK1871', 'yecO']
cmoB	1953442	['ECK1872', 'yecP']
torZ	1954578	['bisZ', 'ECK1873']
torY	1957032	['ECK1874', 'yecK']
micL	1958441	['ECK4574', 'ryeF', 'slrA']
cutC	1958520	['ECK1875']
yecM	1959280	['ECK1876', 'yecL']
argS	1960062	['ECK1877', 'lov', 'lov-1']
yecV	1961837	['ECK4635']
yecT	1961972	['ECK1878']
flhE	1962580	['ECK1879']
flhA	1962972	['ECK1880', 'flaH']
flhB	1965043	['ECK1881', 'flaG', 'yecQ']
cheZ	1966393	['ECK1882']
cheY	1967048	['ECK1883']
cheB	1967452	['ECK1884']
cheR	1968504	['cheX', 'ECK1885']
tap	1969383	['ECK1886']
tar	1971030	['cheM', 'ECK1887']
cheW	1972836	['ECK1888']
cheA	1973360	['ECK1889']
motB	1975329	['ECK1890', 'flaJ']
motA	1976252	['ECK1891', 'flaJ']
motR	1977208	['ECK4685']
flhC	1977266	['ECK1892', 'flaI']
flhD	1977847	['ECK1893', 'flbB']
insB	1978518	['ECK0022']
